scenario,policy,period,observations,ce,annualized_mean,annualized_volatility,turnover,average_exposure,average_cash,cagr,maximum_drawdown,worst_21_session_return
cost10,cal_gbm2,2022,251,-0.11131685190422863,-0.08643654001526659,0.12879004073545966,28.36980702992295,0.5314587309842195,0.4685412690157805,-0.09036521475225301,-0.15248196234663258,-0.07169857342180286
cost10,cal_gbm2,2023,250,0.06509128359204257,0.06541963541185385,0.014795310514062167,1.6412555823868864,0.009549804146226906,0.990450195853773,0.06748230077729933,-0.003421661744504645,0.0028759298612048845
cost10,cal_gbm2,2024,247,0.06777808304015429,0.06789922474049859,0.0089867198444631,3.0293233118513894,0.010298003126715555,0.9897019968732844,0.07020473248090986,-0.0014966828201438132,0.002007646169374544
cost10,cal_ridge100,all,1752,0.004293009873528396,0.017066743812248514,0.09228121491296813,41.72132566307738,0.12831139534618152,0.8716886046538185,0.012843148048804265,-0.2041118679296392,-0.1805521052006872
cost10,cal_ridge100,excluding_2020,1499,0.01074580590393211,0.01707008738849,0.06493217735739291,30.85562831675768,0.11545945130883634,0.8845405486911636,,,
cost10,cal_ridge100,2018,247,0.016214604389747662,0.016220910172482398,0.0020503304993318735,0.9990009990010053,0.0,1.0,0.016350525218744805,-0.000890333820760425,4.9388307903353024e-05
cost10,cal_ridge100,2019,252,0.02011292295033571,0.02011829346504901,0.001892179468813365,5.186417291717728e-15,0.0,1.0,0.020319391991691305,-0.00021858292867327211,0.001060535991363798
cost10,cal_ridge100,2020,253,-0.0341159017138134,0.01704693345341059,0.18468502044873408,10.8656973463197,0.2044578938125073,0.7955421061874928,-0.0002717127485752924,-0.20411186792963898,-0.18055210520068699
cost10,cal_ridge100,2021,252,0.053603768042472764,0.05602948221509818,0.04021371385174809,12.94761483572145,0.1253766301324866,0.8746233698675135,0.05677178187285725,-0.022331470474317272,-0.019595237305731983
cost10,cal_ridge100,2022,251,-0.13746779348107008,-0.10245538886516216,0.1527795898583052,14.774304630562046,0.5547529402101075,0.4452470597898925,-0.10784235094022665,-0.153068042320737,-0.08133568072471864
