asset,scenario,model,period,cagr,zero_cash_sharpe,annual_vol,max_drawdown,calmar,terminal_multiple,mean_exposure,one_way_turnover_per_year,fees_initial_capital,worst_day
BTC,delay_stress,split_absolute,2023_end,-0.010354529813807245,-0.12736053111722292,0.0650967823885172,-0.10940253203305961,-0.09464616240032069,0.9692776651186702,0.015525114155251147,11.324140109379627,0.09971898154664843,-0.062226569399912335
BTC,delay_stress,split_absolute,2020,-0.10179214991560215,-1.0586732799314005,0.09684475476638106,-0.1585412569504494,-0.6420546416344884,0.8980098718926014,0.021857923497267766,15.943488000601658,0.04603198486738577,-0.0551360808685486
BTC,delay_stress,split_absolute,2021,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
BTC,delay_stress,split_absolute,2022,0.07498453801979799,0.8774908237953152,0.08649742114508702,-0.05096243184962157,1.4713689142829787,1.0749313373300509,0.010958904109589041,7.993536932056828,0.025273633897465207,-0.024633325761431624
BTC,delay_stress,split_absolute,2023,0.021000711508908365,0.324861570991875,0.07149947567086838,-0.0420794287927404,0.49907311271609833,1.0209861875199464,0.02191780821917809,15.987124209897653,0.0471575183283226,-0.01436045806624442
BTC,delay_stress,split_absolute,2024,-0.06442640329994642,-0.7538074081468894,0.08355879174410816,-0.10709255408261142,-0.6015955437036992,0.9354456691861311,0.013661202185792353,9.964502523623528,0.028846536989871677,-0.062226569399912335
BTC,delay_stress,split_absolute,2025,0.014919931848872636,0.6105204956209205,0.024735391613315005,-0.02547191357199996,0.5857405179512463,1.0148684934378975,0.01098901098901099,8.015453734922618,0.02419652530092187,-0.007271669927999325
ETH,delay_stress,split_absolute,full,-0.0089325989384621,-0.043015793242384484,0.09752991993174889,-0.2636396634809268,-0.03388184774825558,0.9475987557943857,0.017343678685531726,12.65041872857726,0.2162358979534581,-0.1076078775776439
ETH,delay_stress,split_absolute,2020_2022,-0.03528065375120437,-0.24296445887716406,0.1183321295685077,-0.22426112873336668,-0.15731952278342004,0.8978262246980133,0.019160583941605844,13.975492821152343,0.12545483966421328,-0.1076078775776439
ETH,delay_stress,split_absolute,2023_end,0.018160118281836057,0.28758942054043873,0.07087281884689849,-0.0760803754222521,0.23869648619694586,1.055436708938986,0.015525114155251147,11.324134522675624,0.10111205909559982,-0.0268863290218736
ETH,delay_stress,split_absolute,2020,0.09255663438088146,1.0816862138309578,0.08503084751761127,-0.05975477766399506,1.548941155824114,1.0927552430756353,0.013661202185792353,9.964495740754634,0.031024028538818096,-0.023128002983007434
ETH,delay_stress,split_absolute,2021,-0.023436308062341094,-0.18023430933056656,0.10256383535422167,-0.09959105264723289,-0.23532543777156537,0.976579543884833,0.01643835616438356,11.989986593211542,0.03484592069868024,-0.0443441016123417
ETH,delay_stress,split_absolute,2022,-0.15877849083681506,-1.0275988531238827,0.15577424782650143,-0.19954122637780514,-0.7957177257003964,0.8413210683892778,0.027397260273972608,19.982985162587838,0.052806159298503165,-0.1076078775776439
ETH,delay_stress,split_absolute,2023,-0.03676235923285931,-0.9526553483234069,0.03850643516781922,-0.045499401023416874,-0.8079745756199971,0.9632623352572012,0.02191780821917809,15.987035720785626,0.04679878954864116,-0.0268863290218736
ETH,delay_stress,split_absolute,2024,-0.01816917841213317,-0.5359561611848569,0.03315836420054896,-0.06358637614894203,-0.28574011466818705,0.9817938549120445,0.010928961748633882,7.971565206290607,0.02374720219782987,-0.02309178708576176
ETH,delay_stress,split_absolute,2025,0.11642871763173868,1.0369344020150277,0.11183737267428812,-0.053106583493216286,2.192359402043082,1.1160079967324057,0.013736263736263736,10.019413183353553,0.0332427320045612,-0.024592180481433634
MIX,delay_stress,split_absolute,full,-0.009977628059425703,-0.1279225698358622,0.06286964563722588,-0.16747415964200862,-0.059577119722551815,0.9416207353216457,0.0153927069707591,11.235057358817926,0.19061124199680785,-0.05857928887889641
MIX,delay_stress,split_absolute,2020_2022,-0.023348351900132847,-0.28129749263111764,0.07410428442984457,-0.1544536064789922,-0.1511674115768125,0.9315625886135575,0.015225822568260316,11.113118115094492,0.09709139863506117,-0.05857928887889641
MIX,delay_stress,split_absolute,2023_end,0.0035886082552480936,0.09710715716032703,0.04914311593880632,-0.0661995148938791,0.05420898115342385,1.0107970702463027,0.015559743779104919,11.357107962581289,0.10039029530042856,-0.033143025862550024
MIX,delay_stress,split_absolute,2020,-0.004608002377505804,-0.03713946514551354,0.06591901624529725,-0.09866005079944085,-0.04670585855335806,0.9953825574841184,0.017553327451893575,12.83842109643545,0.03852800670310194,-0.026847381668056225
MIX,delay_stress,split_absolute,2021,-0.012864522346616836,-0.20650272515447618,0.05529773727289767,-0.05486192398335343,-0.23448908482539318,0.9871442260954628,0.008931669115668027,6.486960490313646,0.019127350714043524,-0.024009257472399015
MIX,delay_stress,split_absolute,2022,-0.051962445807363755,-0.5106817956496643,0.09540015198170738,-0.10610723356063434,-0.48971633755459404,0.9480721806886481,0.01918609441151076,14.009245901051258,0.04022483004316712,-0.05857928887889641
MIX,delay_stress,split_absolute,2023,-0.006835171791240491,-0.14295173795227178,0.04190747910765277,-0.039505272257899016,-0.173019230107288,0.9931694906143639,0.021951328675381493,16.014378392706455,0.046984649586120725,-0.012972780010443441
MIX,delay_stress,split_absolute,2024,-0.04280606418885091,-0.8649312775395372,0.049139574646198655,-0.0661995148938791,-0.6466220221926252,0.9571079509162124,0.01236298357410722,9.030301964692558,0.02646320255787351,-0.033143025862550024
MIX,delay_stress,split_absolute,2025,0.06358278751774993,1.1381666826119912,0.05543903742093793,-0.02733250607366522,2.326269949282541,1.063358435265227,0.012364924405171425,9.026633479701033,0.028533604508639177,-0.012656922704495144
BTC,delay_stress,priority_relative,full,-0.005202237244945396,-0.09634452793285522,0.04406751841667336,-0.13360940281558287,-0.03893616119313018,0.9691966408881538,0.010041077133728893,7.324078537388746,0.12598932461643,-0.04556437150149173
BTC,delay_stress,priority_relative,2020_2022,-0.012049231507326175,-0.17354656373472802,0.059611531240317074,-0.13360940281558287,-0.09018251151049134,0.9642781070870756,0.011861313868613143,8.65175709659318,0.0743019557272716,-0.04556437150149173
